ID,GBH_12m,Sex,EthnicAppearance_cleaned,Age,InitialRisk,AccHowKnown,Known 1,Known 2,ProceedingsType,Crimes in pre,Crimes in pre 1,DV in Pre,DV in Pre 1
7200,No,M,Asian,45,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11472,No,M,Asian,45,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
375,Yes,M,Asian,46,H,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
9677,No,M,Asian,46,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
9697,No,M,Asian,46,H,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
8209,No,M,Asian,47,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
1452,No,M,Asian,47,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
6289,No,M,Asian,47,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
4107,No,M,Asian,48,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
4107,No,M,Asian,48,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
1007,No,M,Asian,48,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,2,Yes,0,No
9780,No,M,Asian,48,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11095,No,M,Asian,49,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
10430,Yes,M,Asian,49,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
1412,Yes,M,Asian,50,S,Ex Husband of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
11164,No,M,Asian,50,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11210,No,M,Asian,50,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
3454,No,M,Asian,51,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
7372,No,M,Asian,51,S,Ex Husband of victim,Partner/Spouse,Ex,Adult caution,0,No,0,No
10017,No,M,Asian,51,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11675,No,F,Asian,52,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11914,Yes,M,Asian,52,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
7052,No,M,Asian,53,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
3430,No,M,Asian,53,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
7831,No,M,Asian,53,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
2315,No,M,Asian,54,M,Wife of victim,Partner/Spouse,Current,Postal Charge Requisition,0,No,0,No
11246,No,M,Asian,55,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
10781,No,M,Asian,55,S,Common Law Husband of victim,Partner/Spouse,Current,Charge/further charge,1,Yes,0,No
12139,No,M,Asian,56,M,Husband of victim,Partner/Spouse,Current,First time charged,0,No,0,No
1755,No,M,Asian,56,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11878,No,M,Asian,57,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
1430,Yes,M,Asian,58,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
10964,No,M,Asian,58,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11921,No,M,Asian,59,S,Common Law Husband of victim,Partner/Spouse,Current,Charge/further charge,1,Yes,0,No
12243,No,M,Asian,60,S,Ex Husband of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
1173,No,M,Asian,64,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,1,Yes,0,No
11912,Yes,M,Asian,65,H,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
2326,Yes,M,Asian,66,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
998,No,M,Asian,67,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
1211,Yes,F,Asian,73,H,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11466,No,M,Asian,84,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11883,No,M,Asian,18,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
8255,No,F,Asian,18,S,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12056,No,F,Asian,22,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
2621,No,F,Asian,23,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11619,No,M,Asian,24,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,2,Yes,0,No
12677,No,F,Asian,24,S,Wife of victim,Partner/Spouse,Current,First time charged,0,No,0,No
33,No,F,Asian,29,M,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11911,No,F,Asian,39,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11926,No,M,Asian,46,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12642,No,M,Asian,47,H,Common Law Husband of victim,Partner/Spouse,Current,Third and subsequent time charged,0,No,0,No
3954,No,M,Asian,27,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,1,Yes
7583,No,M,Asian,31,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
5291,No,M,Asian,32,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11422,No,M,Asian,42,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
730,No,M,Asian,44,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
1798,No,M,Black,24,Unknown,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
10,No,M,Black,39,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
4490,No,M,Black,42,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
10209,No,M,Black,21,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11360,No,M,Black,25,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
2425,No,M,Black,27,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
7242,No,F,Black,29,M,Girlfriend of victim,Boy/Girlfriend,Current,Summons,0,No,0,No
3797,No,M,Black,34,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
3797,No,M,Black,34,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11204,No,M,Black,35,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
12330,No,M,Black,38,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Third and subsequent time charged,1,Yes,0,No
11719,No,F,Black,38,S,Girlfriend of victim,Boy/Girlfriend,Current,Adult caution,0,No,0,No
1772,No,F,Black,42,H,Common Law Wife of victim,Partner/Spouse,Current,Charge/further charge,1,Yes,1,Yes
1476,No,M,Black,43,H,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
280,Yes,M,Black,48,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
5936,No,M,Black,18,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12425,No,M,Black,23,S,Girlfriend of victim,Boy/Girlfriend,Current,Third and subsequent time charged,0,No,0,No
11109,No,M,Black,27,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11109,No,M,Black,27,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
5668,No,F,Black,28,S,Girlfriend of victim,Boy/Girlfriend,Current,Adult caution,0,No,0,No
6512,No,M,Black,30,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11729,No,F,Black,30,S,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
872,No,M,Black,39,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
7648,No,M,Black,55,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
9494,No,F,Black,15,M,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
8144,Yes,M,Black,15,Unknown,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
9520,No,M,Black,15,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
6902,No,M,Black,15,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
2042,No,M,Black,16,Unknown,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
10906,No,M,Black,16,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11810,No,F,Black,16,Unknown,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11842,No,M,Black,16,Unknown,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12301,No,F,Black,16,Unknown,Ex Girlfriend of victim,Boy/Girlfriend,Ex,First time charged,0,No,0,No
2168,No,M,Black,16,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,2,Yes,0,No
10411,No,M,Black,17,M,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
537,No,M,Black,17,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
1591,No,M,Black,17,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
11874,No,M,Black,17,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
8488,No,M,Black,17,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
12470,No,M,Black,17,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Second time charged,1,Yes,0,No
5798,No,M,Black,18,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
6521,No,M,Black,18,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12228,No,F,Black,18,H,Girlfriend of victim,Boy/Girlfriend,Current,First time charged,0,No,0,No
12491,No,F,Black,18,H,Girlfriend of victim,Boy/Girlfriend,Current,First time charged,0,No,0,No
164,No,M,Black,18,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,2,Yes,0,No
11979,No,M,Black,18,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,2,Yes,1,Yes
2435,No,M,Black,18,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
6200,No,M,Black,18,Unknown,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
10792,No,M,Black,18,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11783,No,F,Black,18,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12417,No,M,Black,18,Unknown,Boyfriend of victim,Boy/Girlfriend,Current,Third and subsequent time charged,1,Yes,0,No
4920,No,M,Black,19,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
6849,No,F,Black,19,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
7533,No,F,Black,19,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11923,No,M,Black,19,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12101,No,M,Black,19,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12473,No,M,Black,19,H,Girlfriend of victim,Boy/Girlfriend,Current,Second time charged,0,No,0,No
821,No,M,Black,19,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
1853,No,M,Black,19,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,2,Yes,0,No
3262,No,M,Black,19,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,2,Yes,2,Yes
3347,No,F,Black,19,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
6222,No,M,Black,19,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
8882,No,F,Black,19,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10353,No,M,Black,19,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
10435,No,F,Black,19,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10655,No,M,Black,19,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11245,Yes,M,Black,19,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12082,No,F,Black,19,S,Common Law Husband of victim,Partner/Spouse,Current,First time charged,0,No,0,No
12555,No,M,Black,19,S,Boyfriend of victim,Boy/Girlfriend,Current,Third and subsequent time charged,0,No,0,No
1654,No,M,Black,19,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,2,Yes,0,No
1654,No,M,Black,19,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,2,Yes,0,No
5186,No,M,Black,19,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,2,Yes,0,No
1262,No,M,Black,19,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,1,Yes
3620,No,M,Black,19,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,2,Yes,1,Yes
3262,No,M,Black,19,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,2,Yes,2,Yes
2822,No,M,Black,20,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
5416,No,M,Black,20,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
6737,No,M,Black,20,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
8922,No,M,Black,20,M,Common Law Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
9211,No,M,Black,20,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
9602,No,M,Black,20,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10584,No,M,Black,20,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11388,No,M,Black,20,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Second time charged,0,No,0,No
11388,No,M,Black,20,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Second time charged,0,No,0,No
11420,No,M,Black,20,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11664,No,M,Black,20,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11705,No,F,Black,20,H,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11983,No,M,Black,20,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12362,No,F,Black,20,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Third and subsequent time charged,0,No,0,No
568,No,M,Black,20,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
8597,No,M,Black,20,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
11972,No,M,Black,20,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
58,No,M,Black,20,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,4,Yes,2,Yes
3590,No,F,Black,20,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
3590,No,F,Black,20,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
4724,No,F,Black,20,S,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
5980,No,F,Black,20,S,Girlfriend of victim,Boy/Girlfriend,Current,Adult caution,0,No,0,No
6641,No,F,Black,20,S,Same Sex Ex intimate Partner,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
6851,No,F,Black,20,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
7255,No,M,Black,20,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
10151,No,F,Black,20,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11987,No,F,Black,20,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12083,No,M,Black,20,S,Boyfriend of victim,Boy/Girlfriend,Current,First time charged,0,No,0,No
12130,No,F,Black,20,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12395,No,M,Black,20,S,Boyfriend of victim,Boy/Girlfriend,Current,First time charged,0,No,0,No
12493,No,M,Black,20,S,Boyfriend of victim,Boy/Girlfriend,Current,Third and subsequent time charged,0,No,0,No
3225,No,M,Black,21,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
3253,No,M,Black,21,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
3253,No,M,Black,21,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
10834,No,M,Black,21,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11182,No,M,Black,21,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11240,No,F,Black,21,M,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11264,No,F,Black,21,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11886,No,M,Black,21,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12026,No,M,Black,21,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12290,Yes,M,Black,21,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12366,No,M,Black,21,H,Girlfriend of victim,Boy/Girlfriend,Current,First time charged,0,No,0,No
12412,No,F,Black,21,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
1783,Yes,M,Black,21,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
9176,No,F,Black,21,M,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Summons,1,Yes,0,No
940,No,M,Black,21,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,4,Yes,0,No
2126,No,M,Black,21,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
2583,Yes,M,Black,21,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
4295,No,M,Black,21,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10101,No,M,Black,21,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11822,Yes,M,Black,21,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12051,No,M,Black,21,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
4983,No,M,Black,21,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
7998,No,M,Black,21,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
11865,No,F,Black,21,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
12174,No,M,Black,21,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Third and subsequent time charged,1,Yes,0,No
8402,Yes,M,Black,21,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,2,Yes,0,No
8402,No,M,Black,21,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,2,Yes,0,No
12016,Yes,M,Black,21,S,Ex Husband of victim,Partner/Spouse,Ex,Charge/further charge,1,Yes,1,Yes
2850,No,M,Black,22,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
3294,No,F,Black,22,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
5884,No,F,Black,22,M,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
6268,No,M,Black,22,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
7190,No,M,Black,22,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11325,No,F,Black,22,M,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Conditional caution,0,No,0,No
11388,No,M,Black,22,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11401,No,F,Black,22,M,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12484,No,M,Black,22,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
543,No,M,Black,22,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
565,No,M,Black,22,H,Boyfriend of victim,Boy/Girlfriend,Current,Postal Charge Requisition,1,Yes,0,No
583,No,M,Black,22,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
3835,No,M,Black,22,M,Civil Partner Same Sex,Partner/Spouse,Current,Charge/further charge,1,Yes,0,No
10677,No,M,Black,22,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Summons,1,Yes,0,No
11767,No,M,Black,22,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
1153,No,M,Black,22,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,2,Yes,0,No
1226,No,M,Black,22,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Postal Charge Requisition,2,Yes,1,Yes
4875,No,M,Black,22,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
7678,No,F,Black,22,S,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Adult caution,0,No,0,No
8688,No,F,Black,22,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
9187,No,M,Black,22,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
9282,No,M,Black,22,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10510,No,F,Black,22,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10523,No,F,Black,22,S,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12145,No,M,Black,22,S,Boyfriend of victim,Boy/Girlfriend,Current,First time charged,0,No,0,No
